"MUSYM","Index","Year","Sheet_ID","Date","Date_survey_started","Survey","No","Time","Y","X","SVL_mm","Color","Nuptial_Pads","gravid","Sex","Adjusted_sex","Mass","COMMENTS","LOCAL_NAME","FORM_NAME","ALLIAN_SCI","ALLIAN_ENG","ASSOC_SCI","AREASYMBOL","MUKEY","Soil_description","Top_layer","Middle_layer","Parent_material","Drainage","Hydric_soil_group","Hydric_soil","lineOrig"
"29A",98,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",1,"2106",4119957,365726,24,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",0
"29A",99,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",2,"2110",4119997,365757,28,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",1
"29A",100,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",3,"2119",4120092,365727,34,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",2
"29A",101,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",4,"2120",4120101,365789,40,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",3
"29A",102,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",5,"2126",4120136,365766,31,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",4
"29A",103,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",6,"2128",4120164,365768,28,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",5
"29A",104,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",7,"2131",4120152,365740,32,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",6
"29A",105,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",8,"2134",4120179,365760,40,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",7
"29A",106,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",9,"2137",4120182,365753,33,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",8
"29A",107,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",10,"2140",4120211,365767,33,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",9
"29A",108,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",11,"2142",4120197,365781,28,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",10
"29A",109,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",12,"2158",4120444,365757,38,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",11
"29A",110,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",13,"2159",4120431,365747,24,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",12
"29A",111,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",14,"2200",4120443,365745,36,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",13
"29A",112,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",15,"2200",4120443,365745,38,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",14
"29A",113,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",16,"2200",4120443,365745,34,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",15
"29A",114,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",17,"2205",4120451,365754,40,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",16
"29A",115,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",18,"2206",4120446,365753,22,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",17
"29A",116,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",19,"2207",4120452,365747,34,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",18
"29A",117,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",20,"2209",4120464,365746,42,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",19
"29A",118,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",21,"2211",4120476,365731,28,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",20
"29A",119,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",22,"2211",4120476,365731,27,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",21
"29A",120,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",23,"2211",4120476,365731,36,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",22
"29A",121,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",24,"2213",4120479,365729,27,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",23
"29A",122,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",25,"2213",4120484,365728,42,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",24
"29A",123,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",26,"2215",4120486,365745,48,"Y","Y","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",25
"29A",124,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",27,"2220",4120480,365715,37,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",26
"29A",125,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",28,"2222",4120491,365733,23,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",27
"29A",126,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",29,"2223",4120479,365727,24,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120820,"Slagle fine sandy loam, 0 to 2 percent slopes","fine sandy loam","clay loam","marine deposits","moderately well drained","C","No",28
"11C",127,2016,"SCTR-12-Apr-2016-01","4/12/16","","0",30,"2226",4120484,365692,23,"G","N","DC",NA,NA,"-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120798,"Craven-Uchee complex, 6 to 10 percent slopes","fine sandy loam","clay","marine deposits","moderately well drained","D","No",29
"29B",333,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",1,"2030",4118472,364950,32,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",30
"11C",334,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",2,"2032",4118468,364989,42.5,"Y","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120798,"Craven-Uchee complex, 6 to 10 percent slopes","fine sandy loam","clay","marine deposits","moderately well drained","D","No",31
"27",343,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",11,"2048",4118470,365270,39.8,"G","N","N","SNBA","S","-","","Cultural Meadow","Medium-tall sod temperate or subpolar grassland","Dactylis glomerata - Rumex acetosella Herbaceous Alliance","Orchard Grass - Common Sheep Sorrel Herbaceous Alliance","Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",32
"27",344,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",12,"2050",4118474,365244,39.3,"G","N","N","SNBA","S","-","","Mesic Mixed Hardwood Forest","Lowland or submontane cold-deciduous forest","Fagus grandifolia - Quercus rubra - Quercus alba Forest Alliance","American Beech - Northern Red Oak - White Oak Forest Alliance","Fagus grandifolia - Quercus (alba, rubra) - Liriodendron tulipifera / (Ilex opaca var. opaca) / Polystichum acrostichoides Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",33
"27",345,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",13,"2052",4118479,365246,41.1,"DY","N","N","SNBA","S","-","","Mesic Mixed Hardwood Forest","Lowland or submontane cold-deciduous forest","Fagus grandifolia - Quercus rubra - Quercus alba Forest Alliance","American Beech - Northern Red Oak - White Oak Forest Alliance","Fagus grandifolia - Quercus (alba, rubra) - Liriodendron tulipifera / (Ilex opaca var. opaca) / Polystichum acrostichoides Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",34
"27",347,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",15,"2055",4118469,365244,37,"G","N","N","SNBA","S","-","","Mesic Mixed Hardwood Forest","Lowland or submontane cold-deciduous forest","Fagus grandifolia - Quercus rubra - Quercus alba Forest Alliance","American Beech - Northern Red Oak - White Oak Forest Alliance","Fagus grandifolia - Quercus (alba, rubra) - Liriodendron tulipifera / (Ilex opaca var. opaca) / Polystichum acrostichoides Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",35
"27",348,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",16,"2055",4118453,365274,55,"DY","N","N","SNBA","NBA","-","Next to burrow","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",36
"29B",349,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",17,"2100",4118447,365297,42.4,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",37
"29B",350,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",18,"2100",4118452,365285,45.1,"G","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",38
"29B",351,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",19,"2120",4118432,365269,42.5,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",39
"29B",352,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",20,"2103",4118441,365302,36.3,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",40
"29B",353,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",21,"2103",4118449,365283,41.4,"DY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",41
"29B",354,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",22,"2103",4118441,365302,56.8,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",42
"27",355,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",23,"2110",4118454,365311,44.9,"Y","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",43
"27",356,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",24,"2110",4118454,365311,33.4,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",44
"27",357,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",25,"2112",4118455,365322,46.8,"Y","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",45
"27",361,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",29,"2118",4118470,365307,42.2,"DY","Partial Pads","N","F","F","-","","Cultural Meadow","Medium-tall sod temperate or subpolar grassland","Dactylis glomerata - Rumex acetosella Herbaceous Alliance","Orchard Grass - Common Sheep Sorrel Herbaceous Alliance","Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",46
"29B",362,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",30,"2122",4118428,365322,49.8,"G","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",47
"29B",363,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",31,"2125",4118428,365322,45.4,"DY","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",48
"27",364,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",32,"2125",4118456,365327,41.5,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",49
"29B",365,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",33,"2120",4118440,365329,40.4,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",50
"27",366,2016,"SCTR-22-APR-2016-01","22-Apr-16","22-Apr-16","1",34,"2120",4118453,365328,44.2,"G","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",51
"29B",367,2016,"SCTR-22-APR-2016-02","22-Apr-16","22-Apr-16","1",35,"2135",4118434,365329,40.5,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",52
"29B",368,2016,"SCTR-22-APR-2016-02","22-Apr-16","22-Apr-16","1",36,"2135",4118431,365352,42.8,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",53
"29B",369,2016,"SCTR-22-APR-2016-02","22-Apr-16","22-Apr-16","1",37,"2136",4118437,365349,41.4,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",54
"29B",370,2016,"SCTR-22-APR-2016-02","22-Apr-16","22-Apr-16","1",38,"2139",4118449,365346,40.7,"G","N","N","SNBA","S","7.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",55
"29B",371,2016,"SCTR-22-APR-2016-02","22-Apr-16","22-Apr-16","1",39,"2148",4118413,365395,29.5,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",56
"29B",372,2016,"SCTR-22-APR-2016-02","22-Apr-16","22-Apr-16","1",40,"2148",4118413,365395,39.4,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",57
